University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
Florida International University,25.7573,-80.3738,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,80,public,USA,Miami,32000,1965,13053482000,admissions@fiu.edu,fiu.edu,"hospitality management, business, engineering, international relations","Florida International University was founded in 1965 and they are popular for hospitality management, business, engineering and international relations.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Florida State University,30.4418,-84.2985,https://www.topuniversities.com/sites/default/files/florida-state-university_211_small.jpg,79,public,USA,Tallahassee,39000,1851,18506442525,admissions@fsu.edu,fsu.edu,"business, criminology, film, meteorology","Florida State University was founded in 1851 and they are popular for business, criminology, film and meteorology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
George Washington University,38.8998,-77.0486,https://www.topuniversities.com/sites/default/files/george-washington-university_223_small.jpg,60,private,USA,Washington D.C.,20000,1821,12029941000,gwadm@gwu.edu,gwu.edu,"international affairs, political science, business, law","George Washington University was founded in 1821 and they are popular for international affairs, political science, business and law.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Georgetown University,38.9076,-77.0723,https://www.topuniversities.com/sites/default/files/220714055746am997087Georgetown-48x48.jpg,51,private,USA,Washington D.C.,18000,1789,12026870100,undergradadmissions@georgetown.edu,georgetown.edu,"international relations, law, business, political science","Georgetown University was founded in 1789 and they are popular for international relations, law, business and political science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Georgia Institute of Technology,33.7756,-84.3963,https://www.topuniversities.com/sites/default/files/250219111124am560242GTVertical-CMYK-48x48.jpg,27,public,USA,Atlanta,32000,1885,14048942000,admission@gatech.edu,gatech.edu,"engineering, computer science, business, architecture","Georgia Institute of Technology was founded in 1885 and they are popular for engineering, computer science, business and architecture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Harvard University,42.377,-71.1167,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,2,private,USA,Cambridge,25000,1636,16174951000,college@fas.harvard.edu,harvard.edu,"law, medicine, business, political science","Harvard University was founded in 1636 and they are popular for law, medicine, business and political science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Illinois Institute of Technology,41.8349,-87.627,https://www.topuniversities.com/sites/default/files/230109044608pm870090ILTECH-red-stacked-logo-48x48.jpg,84,private,USA,Chicago,7000,1890,13125673000,admission@iit.edu,iit.edu,"engineering, architecture, computer science, business","Illinois Institute of Technology was founded in 1890 and they are popular for engineering, architecture, computer science and business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Indiana University Bloomington,39.1784,-86.5134,https://www.topuniversities.com/sites/default/files/indiana-university-bloomington_289_small.jpg,58,public,USA,Bloomington,47000,1820,18128550661,iuadmit@indiana.edu,iu.edu,"business, music, public health, informatics","Indiana University Bloomington was founded in 1820 and they are popular for business, music, public health and informatics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Iowa State University,42.026,-93.6483,https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg,70,public,USA,Ames,26000,1858,15152945836,admissions@iastate.edu,iastate.edu,"engineering, agriculture, business, design","Iowa State University was founded in 1858 and they are popular for engineering, agriculture, business and design.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Johns Hopkins University,39.3299,-76.6205,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,11,private,USA,Baltimore,17000,1876,14105168000,gotojhu@jhu.edu,jhu.edu,"medicine, public health, engineering, international studies","Johns Hopkins University was founded in 1876 and they are popular for medicine, public health, engineering and international studies.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Lehigh University,40.6085,-75.3781,https://www.topuniversities.com/sites/default/files/230505060940pm345928Lehigh-for-social-48x48.jpg,90,private,USA,Bethlehem,7000,1865,16107583000,admissions@lehigh.edu,lehigh.edu,"engineering, business, computer science, finance","Lehigh University was founded in 1865 and they are popular for engineering, business, computer science and finance.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Massachusetts Institute of Technology,42.3601,-71.0942,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,1,private,USA,Cambridge,12000,1861,16172531000,admissions@mit.edu,mit.edu,"engineering, computer science, physics, economics","Massachusetts Institute of Technology was founded in 1861 and they are popular for engineering, computer science, physics and economics.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Michigan State University,42.7018,-84.4822,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg,32,public,USA,East Lansing,46000,1855,15173551855,admissions@msu.edu,msu.edu,"business, education, engineering, hospitality business","Michigan State University was founded in 1855 and they are popular for business, education, engineering and hospitality business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Missouri University of Science and Technology,37.9556,-91.7725,https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg,76,public,USA,Rolla,7000,1870,15733414111,admissions@mst.edu,mst.edu,"engineering, computer science, business, mining","Missouri University of Science and Technology was founded in 1870 and they are popular for engineering, computer science, business and mining.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
New York University,40.7295,-73.9975,https://www.topuniversities.com/sites/default/files/240530125524pm936168NYUShanghai-48x48.jpg,14,private,USA,New York City,49000,1831,12129981212,admissions@nyu.edu,nyu.edu,"business, film, performing arts, law","New York University was founded in 1831 and they are popular for business, film, performing arts and law.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
North Carolina State University,35.7847,-78.6821,https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg,53,public,USA,Raleigh,33000,1887,19195152011,undergrad-admissions@ncsu.edu,ncsu.edu,"engineering, textiles, business, veterinary medicine","North Carolina State University was founded in 1887 and they are popular for engineering, textiles, business and veterinary medicine.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Northeastern University,42.3398,-71.0892,https://www.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg,63,private,USA,Boston,31000,1898,16173732000,admissions@northeastern.edu,northeastern.edu,"business, engineering, computer science, health sciences","Northeastern University was founded in 1898 and they are popular for business, engineering, computer science and health sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Northwestern University,42.0565,-87.6753,https://www.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small.jpg,16,private,USA,Evanston,21000,1851,18474913741,ug-admission@northwestern.edu,northwestern.edu,"journalism, engineering, business, performing arts","Northwestern University was founded in 1851 and they are popular for journalism, engineering, business and performing arts.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Oregon State University,44.563,-123.2794,https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg,91,public,USA,Corvallis,27000,1868,15417371000,osuadmit@oregonstate.edu,oregonstate.edu,"engineering, forestry, business, marine biology","Oregon State University was founded in 1868 and they are popular for engineering, forestry, business and marine biology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Pennsylvania State University,40.7982,-77.8599,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,24,public,USA,University Park,48000,1855,18148654700,admissions@psu.edu,psu.edu,"business, engineering, kinesiology, meteorology","Pennsylvania State University was founded in 1855 and they are popular for business, engineering, kinesiology and meteorology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Princeton University,40.343,-74.6554,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,9,private,USA,Princeton,9000,1746,16092583000,uaoffice@princeton.edu,princeton.edu,"public policy, engineering, economics, mathematics","Princeton University was founded in 1746 and they are popular for public policy, engineering, economics and mathematics.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Purdue University,40.4237,-86.9212,https://www.topuniversities.com/sites/default/files/230619052213pm191066PU-SIG-Logo-RGB--PU-V-Full-RGB-48x48.jpg,25,public,USA,West Lafayette,45000,1869,17654944600,admissions@purdue.edu,purdue.edu,"engineering, aviation, business, computer science","Purdue University was founded in 1869 and they are popular for engineering, aviation, business and computer science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Rensselaer Polytechnic Institute,42.7302,-73.6788,https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,85,private,USA,Troy,7000,1824,15182766000,admissions@rpi.edu,rpi.edu,"engineering, computer science, business, architecture","Rensselaer Polytechnic Institute was founded in 1824 and they are popular for engineering, computer science, business and architecture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Rice University,29.7179,-95.4021,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,31,private,USA,Houston,8000,1912,17133480000,admit@rice.edu,rice.edu,"engineering, business, architecture, physics","Rice University was founded in 1912 and they are popular for engineering, business, architecture and physics.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Rutgers University–New Brunswick,40.5008,-74.4474,https://www.topuniversities.com/sites/default/files/240206105603pm596685Rutgers-Image-200x200-48x48.jpg,56,public,USA,New Brunswick,46000,1766,17324454636,admissions@ugadm.rutgers.edu,rutgers.edu,"business, pharmacy, engineering, criminal justice","Rutgers University–New Brunswick was founded in 1766 and they are popular for business, pharmacy, engineering and criminal justice.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Stanford University,37.4275,-122.1697,https://www.topuniversities.com/sites/default/files/stanford-university_573_small.jpg,3,private,USA,Stanford,18000,1885,16507232300,admission@stanford.edu,stanford.edu,"computer science, engineering, business, biology","Stanford University was founded in 1885 and they are popular for computer science, engineering, business and biology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Stevens Institute of Technology,40.7449,-74.025,https://www.topuniversities.com/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg,96,private,USA,Hoboken,9000,1870,12012165000,admissions@stevens.edu,stevens.edu,"engineering, computer science, business, cybersecurity","Stevens Institute of Technology was founded in 1870 and they are popular for engineering, computer science, business and cybersecurity.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
"Stony Brook University, State University of New York",40.914,-73.116,https://www.topuniversities.com/sites/default/files/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_small.jpg,67,public,USA,Stony Brook,25000,1957,16316326000,enroll@stonybrook.edu,stonybrook.edu,"health sciences, engineering, computer science, mathematics","Stony Brook University, State University of New York was founded in 1957 and they are popular for health sciences, engineering, computer science and mathematics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Temple University,39.9812,-75.1554,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,95,public,USA,Philadelphia,28000,1884,12152047000,askanowl@temple.edu,temple.edu,"business, media, pharmacy, law","Temple University was founded in 1884 and they are popular for business, media, pharmacy and law.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Texas A&M University,30.6189,-96.3361,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,33,public,USA,College Station,65000,1876,19798453211,admissions@tamu.edu,tamu.edu,"engineering, business, agriculture, petroleum engineering","Texas A&M University was founded in 1876 and they are popular for engineering, business, agriculture and petroleum engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The Ohio State University,40.0018,-83.0114,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,40,public,USA,Columbus,56000,1870,16142926446,askabuckeye@osu.edu,osu.edu,"business, engineering, psychology, agriculture","The Ohio State University was founded in 1870 and they are popular for business, engineering, psychology and agriculture.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The University of Arizona,32.2319,-110.9532,https://www.topuniversities.com/sites/default/files/the-university-of-arizona_26_small.jpg,49,public,USA,Tucson,37000,1885,15206212211,appinfo@arizona.edu,arizona.edu,"optical sciences, business, astronomy, engineering","The University of Arizona was founded in 1885 and they are popular for optical sciences, business, astronomy and engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The University of Georgia,33.948,-83.3773,https://www.topuniversities.com/sites/default/files/the-university-of-georgia_227_small.jpg,81,public,USA,Athens,38000,1785,17065423000,undergrad@uga.edu,uga.edu,"business, agriculture, journalism, education","The University of Georgia was founded in 1785 and they are popular for business, agriculture, journalism and education.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"The University of Tennessee, Knoxville",35.9544,-83.9295,https://www.topuniversities.com/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg,71,public,USA,Knoxville,39000,1794,18659741000,admissions@utk.edu,utk.edu,"business, engineering, agriculture, architecture","The University of Tennessee, Knoxville was founded in 1794 and they are popular for business, engineering, agriculture and architecture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Tufts University,42.4075,-71.119,https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,57,private,USA,Medford,13000,1852,16176273170,admissions@tufts.edu,tufts.edu,"international relations, medicine, engineering, child development","Tufts University was founded in 1852 and they are popular for international relations, medicine, engineering and child development.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Tulane University,29.9424,-90.1203,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg,89,private,USA,New Orleans,13000,1834,15048655000,undergrad.admission@tulane.edu,tulane.edu,"public health, business, law, architecture","Tulane University was founded in 1834 and they are popular for public health, business, law and architecture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University at Buffalo SUNY,43.0004,-78.7878,https://www.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg,68,public,USA,Buffalo,29000,1846,17166452000,ub-admissions@buffalo.edu,buffalo.edu,"engineering, business, pharmacy, architecture","University at Buffalo SUNY was founded in 1846 and they are popular for engineering, business, pharmacy and architecture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
